"","moduleLabels","moduleColors"
"ENSG00000259523",1,"turquoise"
"ENSG00000262380",1,"turquoise"
"LINC01608",1,"turquoise"
"LINC00485",1,"turquoise"
"ENSG00000279590",1,"turquoise"
"ENSG00000277695",0,"grey"
"CFAP20DC-DT",8,"pink"
"LINC00970",1,"turquoise"
"ARHGEF35-AS1",0,"grey"
"LINC01299",1,"turquoise"
"ENSG00000239480",1,"turquoise"
"ENSG00000250723",1,"turquoise"
"ENSG00000284428",1,"turquoise"
"LUADT1",1,"turquoise"
"LINC01684",0,"grey"
"ENSG00000285751",1,"turquoise"
"GUSBP11",5,"green"
"ENSG00000254790",1,"turquoise"
"ENSG00000273328",1,"turquoise"
"ENSG00000263531",1,"turquoise"
"ENSG00000276449",1,"turquoise"
"ENSG00000254519",1,"turquoise"
"WEE2-AS1",5,"green"
"ENSG00000229618",1,"turquoise"
"ENSG00000257298",1,"turquoise"
"ENSG00000273476",0,"grey"
"ENSG00000279495",1,"turquoise"
"TPT1-AS1",19,"lightyellow"
"THAP9-AS1",0,"grey"
"MIR202HG",1,"turquoise"
"ENSG00000261177",1,"turquoise"
"ENSG00000285091",1,"turquoise"
"ENSG00000264207",0,"grey"
"ENSG00000260086",1,"turquoise"
"ENSG00000287181",1,"turquoise"
"LINC00607",1,"turquoise"
"ENSG00000235813",1,"turquoise"
"ENSG00000213062",1,"turquoise"
"EDIL3-DT",1,"turquoise"
"SNHG12",11,"greenyellow"
"ENSG00000285707",1,"turquoise"
"ENSG00000278979",1,"turquoise"
"LINC01962",5,"green"
"ENSG00000233862",1,"turquoise"
"ENSG00000289620",1,"turquoise"
"ENSG00000268056",0,"grey"
"ZNF433-AS1",1,"turquoise"
"PRNCR1",1,"turquoise"
"LINC00907",1,"turquoise"
"DARS1-AS1",1,"turquoise"
"ENSG00000289983",0,"grey"
"ENSG00000274220",1,"turquoise"
"ENSG00000266237",1,"turquoise"
"LENG8-AS1",1,"turquoise"
"ENSG00000255067",1,"turquoise"
"DNAJA4-DT",0,"grey"
"FRMD3-AS1",19,"lightyellow"
"ENSG00000286147",1,"turquoise"
"ENSG00000269560",1,"turquoise"
"ENSG00000277825",1,"turquoise"
"ENSG00000260351",1,"turquoise"
"ENSG00000235277",0,"grey"
"LINC02388",1,"turquoise"
"WDR11-DT",1,"turquoise"
"LINC01284",1,"turquoise"
"ENSG00000285669",1,"turquoise"
"TEDC2-AS1",1,"turquoise"
"MYO1D-DT",1,"turquoise"
"ENSG00000274023",1,"turquoise"
"LINC02465",1,"turquoise"
"LINC01405",1,"turquoise"
"LINC02418",1,"turquoise"
"ENSG00000248747",1,"turquoise"
"FAM13A-AS1",2,"blue"
"UBA6-DT",1,"turquoise"
"ENSG00000236951",1,"turquoise"
"ZNF407-AS1",1,"turquoise"
"LINC01742",8,"pink"
"LINC01220",1,"turquoise"
"ENSG00000261090",1,"turquoise"
"LINC02019",1,"turquoise"
"ENSG00000212663",1,"turquoise"
"ENSG00000288087",1,"turquoise"
"LINC00596",0,"grey"
"LINC00511",1,"turquoise"
"ATP11A-AS1",10,"purple"
"ENSG00000279409",1,"turquoise"
"ENSG00000228543",13,"salmon"
"ENSG00000259563",1,"turquoise"
"ENSG00000286196",1,"turquoise"
"ENSG00000259891",1,"turquoise"
"KCTD13-DT",1,"turquoise"
"GOLGA4-AS1",5,"green"
"NSMCE1-DT",1,"turquoise"
"ENSG00000273552",0,"grey"
"CENPN-AS1",1,"turquoise"
"WDR5B-DT",0,"grey"
"NEAT1",2,"blue"
"EPM2A-DT",1,"turquoise"
"ENSG00000261654",1,"turquoise"
"ENSG00000260588",1,"turquoise"
"ENSG00000289176",3,"brown"
"ENSG00000226471",13,"salmon"
"ENSG00000278668",1,"turquoise"
"ENSG00000273151",1,"turquoise"
"ENSG00000260289",0,"grey"
"LINC02552",1,"turquoise"
"ENSG00000286558",5,"green"
"ENSG00000288855",1,"turquoise"
"ENSG00000286349",1,"turquoise"
"ENSG00000276997",11,"greenyellow"
"ENSG00000255186",5,"green"
"ENSG00000286292",1,"turquoise"
"ENSG00000279134",1,"turquoise"
"EOLA2-DT",0,"grey"
"MICB-DT",1,"turquoise"
"ENSG00000278784",1,"turquoise"
"ENSG00000285877",1,"turquoise"
"ENSG00000288741",1,"turquoise"
"ENSG00000265287",14,"cyan"
"STXBP5-AS1",17,"grey60"
"ENSG00000287262",1,"turquoise"
"ENSG00000287860",8,"pink"
"ENSG00000286373",1,"turquoise"
"ENSG00000239415",1,"turquoise"
"HMGA2-AS1",1,"turquoise"
"ENSG00000286931",1,"turquoise"
"H19",0,"grey"
"NCK1-DT",1,"turquoise"
"LINC00667",0,"grey"
"ENSG00000278993",14,"cyan"
"ENSG00000259967",0,"grey"
"ENSG00000279840",1,"turquoise"
"ENSG00000280341",1,"turquoise"
"PRPF31-AS1",1,"turquoise"
"ENSG00000249150",1,"turquoise"
"XIAP-AS1",0,"grey"
"TTC14-DT",14,"cyan"
"ENSG00000286980",1,"turquoise"
"ENSG00000226043",1,"turquoise"
"ENSG00000244055",1,"turquoise"
"LINC02960",1,"turquoise"
"HIVEP2-DT",1,"turquoise"
"LINC02965",1,"turquoise"
"LINC02523",1,"turquoise"
"SOX9-AS1",1,"turquoise"
"ALDH1A3-AS1",1,"turquoise"
"ENSG00000260701",1,"turquoise"
"ENSG00000279759",1,"turquoise"
"ZFAND2A-DT",1,"turquoise"
"ENSG00000254676",1,"turquoise"
"ENSG00000237076",15,"midnightblue"
"ENSG00000253796",5,"green"
"LINC01588",8,"pink"
"NNT-AS1",1,"turquoise"
"ENSG00000287207",1,"turquoise"
"ENSG00000179577",1,"turquoise"
"SYNPO2L-AS1",1,"turquoise"
"MADCAM1-AS1",1,"turquoise"
"ENSG00000280162",1,"turquoise"
"ENSG00000248369",13,"salmon"
"LINC02604",0,"grey"
"MCPH1-AS1",1,"turquoise"
"ZNF337-AS1",0,"grey"
"ENSG00000203327",1,"turquoise"
"MIR181A2HG",0,"grey"
"NFATC2IP-AS1",1,"turquoise"
"LINC00710",0,"grey"
"ENSG00000287238",1,"turquoise"
"LINC02723",1,"turquoise"
"CEP83-DT",1,"turquoise"
"ENSG00000282993",1,"turquoise"
"OSBPL10-AS1",1,"turquoise"
"LINC01151",17,"grey60"
"MIR9-1HG",1,"turquoise"
"ENSG00000261250",1,"turquoise"
"LIX1L-AS1",19,"lightyellow"
"ENSG00000288737",18,"lightgreen"
"ST20",0,"grey"
"LINC01355",0,"grey"
"ENSG00000280381",1,"turquoise"
"LINC02328",0,"grey"
"ENSG00000285857",0,"grey"
"ENSG00000182376",1,"turquoise"
"CMKLR2-AS",0,"grey"
"LINC02236",8,"pink"
"ITGA9-AS1",1,"turquoise"
"ENSG00000287916",1,"turquoise"
"ENSG00000267625",1,"turquoise"
"LINC00449",1,"turquoise"
"ENSG00000235140",1,"turquoise"
"ENSG00000285928",1,"turquoise"
"ENSG00000266936",8,"pink"
"ENSG00000272622",1,"turquoise"
"ENSG00000213121",1,"turquoise"
"ENSG00000251417",1,"turquoise"
"ENSG00000273729",1,"turquoise"
"SOX2-OT",1,"turquoise"
"PGM5P3-AS1",1,"turquoise"
"ENSG00000258891",1,"turquoise"
"ENSG00000250377",1,"turquoise"
"CARD8-AS1",1,"turquoise"
"ENSG00000282742",1,"turquoise"
"ENSG00000281974",1,"turquoise"
"PGLS-DT",1,"turquoise"
"CD2BP2-DT",0,"grey"
"ENSG00000285966",1,"turquoise"
"MIR205HG",0,"grey"
"ENSG00000272582",1,"turquoise"
"ENSG00000197815",1,"turquoise"
"RPL26L1-AS1",1,"turquoise"
"LINC03013",1,"turquoise"
"ENSG00000233251",1,"turquoise"
"IGBP1-AS1",1,"turquoise"
"ENSG00000266947",1,"turquoise"
"ENSG00000254092",1,"turquoise"
"ENSG00000279738",1,"turquoise"
"RAP2C-AS1",1,"turquoise"
"EFCAB6-AS1",1,"turquoise"
"NDUFA6-DT",18,"lightgreen"
"MALAT1",11,"greenyellow"
"ENSG00000285486",1,"turquoise"
"ENSG00000256705",1,"turquoise"
"ENSG00000235749",14,"cyan"
"LINC00578",1,"turquoise"
"ENSG00000269688",1,"turquoise"
"ENSG00000280377",1,"turquoise"
"LINC00702",1,"turquoise"
"HULC",1,"turquoise"
"ENSG00000275734",1,"turquoise"
"PPP1R26-AS1",1,"turquoise"
"LINC01180",1,"turquoise"
"ENSG00000288565",1,"turquoise"
"ENSG00000259771",0,"grey"
"ENSG00000265010",19,"lightyellow"
"LINC01568",0,"grey"
"BHLHE40-AS1",1,"turquoise"
"LNCARSR",1,"turquoise"
"CELF2-DT",1,"turquoise"
"PRKAR2A-AS1",1,"turquoise"
"ENSG00000289955",1,"turquoise"
"GAS5",11,"greenyellow"
"ENSG00000287743",1,"turquoise"
"ENSG00000280422",1,"turquoise"
"ENSG00000279879",1,"turquoise"
"PTPRG-AS1",1,"turquoise"
"ENSG00000286627",1,"turquoise"
"LINC02363",0,"grey"
"SNHG25",0,"grey"
"SRRM2-AS1",1,"turquoise"
"MAP3K9-DT",1,"turquoise"
"LINC01198",1,"turquoise"
"ENSG00000280850",1,"turquoise"
"LINC02980",1,"turquoise"
"ENSG00000264546",1,"turquoise"
"ENSG00000287851",1,"turquoise"
"LINC02574",0,"grey"
"ENSG00000290097",1,"turquoise"
"LINC01764",1,"turquoise"
"GRASLND",1,"turquoise"
"LINC00608",1,"turquoise"
"ENSG00000278276",7,"black"
"PPM1F-AS1",1,"turquoise"
"ENSG00000255046",1,"turquoise"
"ENSG00000287896",1,"turquoise"
"ENSG00000269444",1,"turquoise"
"ENSG00000237529",19,"lightyellow"
"ENSG00000260814",1,"turquoise"
"ENSG00000269807",1,"turquoise"
"ENSG00000286620",0,"grey"
"ENSG00000260361",1,"turquoise"
"RBM26-AS1",1,"turquoise"
"ENSG00000227486",1,"turquoise"
"LINC01090",14,"cyan"
"ENSG00000223502",1,"turquoise"
"SCAT8",1,"turquoise"
"ENSG00000285886",1,"turquoise"
"ENSG00000280434",4,"yellow"
"ENSG00000286888",1,"turquoise"
"ANKRD10-IT1",8,"pink"
"ENSG00000285977",1,"turquoise"
"ENSG00000272368",1,"turquoise"
"PCA3",1,"turquoise"
"ENSG00000261104",5,"green"
"ENSG00000280217",1,"turquoise"
"ENSG00000272501",1,"turquoise"
"ENSG00000234147",1,"turquoise"
"LINC02861",1,"turquoise"
"ENSG00000286447",8,"pink"
"LMCD1-AS1",0,"grey"
"LINC00887",1,"turquoise"
"LINC02605",1,"turquoise"
"OLMALINC",1,"turquoise"
"ENSG00000267745",8,"pink"
"ENSG00000279872",1,"turquoise"
"ENSG00000264772",11,"greenyellow"
"PSMD7-DT",0,"grey"
"PAPLN-AS1",1,"turquoise"
"ENSG00000266896",1,"turquoise"
"SNHG28",19,"lightyellow"
"BSN-DT",0,"grey"
"CABP1-DT",15,"midnightblue"
"ENSG00000285177",5,"green"
"ARRDC3-AS1",1,"turquoise"
"ENSG00000226530",1,"turquoise"
"WASF3-AS1",1,"turquoise"
"ASAP1-IT2",1,"turquoise"
"ENSG00000280122",1,"turquoise"
"LINC01205",1,"turquoise"
"ZNF710-AS1",1,"turquoise"
"LINC01978",1,"turquoise"
"ENSG00000260592",0,"grey"
"ENSG00000257027",0,"grey"
"LINC02530",1,"turquoise"
"ENSG00000285796",1,"turquoise"
"ENSG00000280474",1,"turquoise"
"ENSG00000273659",1,"turquoise"
"VAC14-AS1",1,"turquoise"
"ENSG00000230074",1,"turquoise"
"LINC00921",1,"turquoise"
"ENSG00000260719",1,"turquoise"
"DIP2C-AS1",0,"grey"
"TSIX",1,"turquoise"
"UXT-AS1",1,"turquoise"
"ENSG00000279035",1,"turquoise"
"ENSG00000228031",1,"turquoise"
"ENSG00000233866",1,"turquoise"
"ENSG00000279491",1,"turquoise"
"CD109-AS1",1,"turquoise"
"ENSG00000287701",1,"turquoise"
"ENSG00000287346",1,"turquoise"
"ENSG00000288562",1,"turquoise"
"ENSG00000283737",1,"turquoise"
"RFPL3S",1,"turquoise"
"LINC01694",1,"turquoise"
"ENSG00000287417",1,"turquoise"
"BACE1-AS",1,"turquoise"
"ENSG00000203643",1,"turquoise"
"ENSG00000257279",1,"turquoise"
"GTF3C2-AS1",1,"turquoise"
"ENSG00000248634",19,"lightyellow"
"ZNF213-AS1",1,"turquoise"
"ENSG00000289182",5,"green"
"ENSG00000286382",13,"salmon"
"ENSG00000289963",1,"turquoise"
"ENSG00000287185",5,"green"
"INE2",1,"turquoise"
"ENSG00000264188",1,"turquoise"
"LINC02840",1,"turquoise"
"ENSG00000285867",1,"turquoise"
"ENSG00000228395",1,"turquoise"
"ENSG00000249684",1,"turquoise"
"LINC01012",1,"turquoise"
"ENSG00000276259",1,"turquoise"
"ENSG00000249456",0,"grey"
"LINC01089",11,"greenyellow"
"ENSG00000261864",4,"yellow"
"ENSG00000283662",1,"turquoise"
"ENSG00000265702",1,"turquoise"
"ENSG00000279199",1,"turquoise"
"LINC02517",1,"turquoise"
"ENSG00000257475",1,"turquoise"
"LINC01550",1,"turquoise"
"ENSG00000262691",1,"turquoise"
"ENSG00000287512",0,"grey"
"ENSG00000251330",0,"grey"
"ENSG00000289353",1,"turquoise"
"ENSG00000259737",1,"turquoise"
"ENSG00000287519",1,"turquoise"
"ENSG00000230423",1,"turquoise"
"SLFNL1-AS1",1,"turquoise"
"ENSG00000284633",0,"grey"
"LINC00467",0,"grey"
"ENSG00000270871",1,"turquoise"
"ENSG00000280193",1,"turquoise"
"LINC01948",1,"turquoise"
"SNHG1",11,"greenyellow"
"ENSG00000279801",1,"turquoise"
"MIRLET7BHG",7,"black"
"ENSG00000224848",1,"turquoise"
"ENSG00000279217",1,"turquoise"
"ENSG00000287095",1,"turquoise"
"PCAT7",1,"turquoise"
"RAMP2-AS1",1,"turquoise"
"ENSG00000264727",18,"lightgreen"
"ENSG00000282393",1,"turquoise"
"ENSG00000286397",1,"turquoise"
"ENSG00000286763",1,"turquoise"
"ENSG00000278920",1,"turquoise"
"ERICH6-AS1",1,"turquoise"
"ENSG00000279705",1,"turquoise"
"ENSG00000268087",1,"turquoise"
"JAKMIP2-AS1",1,"turquoise"
"ENSG00000286947",1,"turquoise"
"ADAM7-AS1",1,"turquoise"
"ZBTB20-AS4",1,"turquoise"
"PPP1CB-DT",1,"turquoise"
"ENSG00000259994",1,"turquoise"
"ENSG00000263904",1,"turquoise"
"TMEM11-DT",1,"turquoise"
"LINC00939",1,"turquoise"
"ENSG00000272720",1,"turquoise"
"ENSG00000285824",1,"turquoise"
"ENSG00000288758",3,"brown"
"LINC00847",1,"turquoise"
"ENSG00000274261",5,"green"
"LINC02832",1,"turquoise"
"ENSG00000287079",1,"turquoise"
"SIAH2-AS1",1,"turquoise"
"ENSG00000261078",0,"grey"
"LINC01905",0,"grey"
"ENSG00000232748",1,"turquoise"
"ENSG00000287100",1,"turquoise"
"ALOX12-AS1",1,"turquoise"
"ENSG00000198106",1,"turquoise"
"SNHG4",1,"turquoise"
"ENSG00000276216",11,"greenyellow"
"ENSG00000286118",1,"turquoise"
"ENSG00000262815",1,"turquoise"
"ENSG00000250934",14,"cyan"
"EPN2-AS1",1,"turquoise"
"ENSG00000279161",1,"turquoise"
"ENSG00000268970",1,"turquoise"
"ENSG00000277324",1,"turquoise"
"ENSG00000279159",1,"turquoise"
"LINC01934",1,"turquoise"
"ENSG00000278996",1,"turquoise"
"LINC00499",1,"turquoise"
"ENSG00000289130",3,"brown"
"LINC00173",0,"grey"
"ENSG00000258661",5,"green"
"ENSG00000264635",1,"turquoise"
"ENSG00000279653",1,"turquoise"
"ENSG00000277440",1,"turquoise"
"ENSG00000240499",1,"turquoise"
"ENSG00000286271",1,"turquoise"
"ENSG00000253477",1,"turquoise"
"ENSG00000260293",1,"turquoise"
"ARRDC1-AS1",0,"grey"
"ENSG00000267484",1,"turquoise"
"ENSG00000225209",1,"turquoise"
"CDKN2B-AS1",1,"turquoise"
"ING2-DT",1,"turquoise"
"ENSG00000289579",1,"turquoise"
"CDC42-IT1",1,"turquoise"
"ENSG00000273076",7,"black"
"LINC01564",15,"midnightblue"
"ENSG00000227733",1,"turquoise"
"LINC01366",1,"turquoise"
"ENSG00000289507",1,"turquoise"
"ENSG00000259782",1,"turquoise"
"PACRG-AS1",1,"turquoise"
"ZSCAN16-AS1",1,"turquoise"
"LINC00963",1,"turquoise"
"ENSG00000280332",5,"green"
"ENSG00000250075",1,"turquoise"
"ZBED3-AS1",1,"turquoise"
"SHANK2-AS3",0,"grey"
"ENSG00000261669",1,"turquoise"
"ENSG00000268201",1,"turquoise"
"ENSG00000236304",3,"brown"
"LINC01322",0,"grey"
"ENSG00000279662",1,"turquoise"
"ENSG00000286773",0,"grey"
"ENSG00000289123",1,"turquoise"
"ENSG00000289172",2,"blue"
"ENSG00000286412",1,"turquoise"
"ENSG00000278576",1,"turquoise"
"LINC01160",0,"grey"
"ENSG00000267666",1,"turquoise"
"LINC02024",1,"turquoise"
"ENSG00000267665",1,"turquoise"
"ENSG00000260059",1,"turquoise"
"ENSG00000287737",1,"turquoise"
"LINC02897",1,"turquoise"
"ENSG00000288156",1,"turquoise"
"ENSG00000226824",0,"grey"
"ENSG00000260918",1,"turquoise"
"ENSG00000287134",1,"turquoise"
"ENSG00000280327",1,"turquoise"
"ENSG00000203392",1,"turquoise"
"ENSG00000285517",1,"turquoise"
"ENSG00000217576",1,"turquoise"
"ENSG00000237126",0,"grey"
"ENSG00000224301",5,"green"
"ENSG00000266990",1,"turquoise"
"ENSG00000235023",1,"turquoise"
"ENSG00000198671",1,"turquoise"
"LINC01531",1,"turquoise"
"LINC00632",1,"turquoise"
"ENSG00000286918",1,"turquoise"
"ENSG00000226872",0,"grey"
"ENSG00000249753",0,"grey"
"ENSG00000263990",1,"turquoise"
"LINC00844",5,"green"
"ENSG00000287633",1,"turquoise"
"ENSG00000280189",0,"grey"
"PACRG-AS3",0,"grey"
"TMEM51-AS1",1,"turquoise"
"ENSG00000255348",1,"turquoise"
"PDCD4-AS1",1,"turquoise"
"ENSG00000257522",0,"grey"
"MYADM-AS1",0,"grey"
"ENSG00000253238",1,"turquoise"
"ENSG00000257252",1,"turquoise"
"OR2A1-AS1",19,"lightyellow"
"ENSG00000287398",8,"pink"
"ENSG00000279187",1,"turquoise"
"ENSG00000290123",1,"turquoise"
"ENSG00000287979",11,"greenyellow"
"PARP11-AS1",1,"turquoise"
"ENSG00000288075",0,"grey"
"ENSG00000236064",1,"turquoise"
"ENSG00000267633",1,"turquoise"
"ENSG00000286867",1,"turquoise"
"ENSG00000247402",0,"grey"
"ENSG00000279021",0,"grey"
"ENSG00000289254",1,"turquoise"
"ENSG00000271958",0,"grey"
"ENSG00000249028",5,"green"
"ENSG00000279442",1,"turquoise"
"ENSG00000289161",1,"turquoise"
"ENSG00000204814",0,"grey"
"ENSG00000268575",1,"turquoise"
"ENSG00000265927",5,"green"
"TMEM161B-DT",1,"turquoise"
"WDFY3-AS2",0,"grey"
"ENSG00000249392",19,"lightyellow"
"ENSG00000287933",1,"turquoise"
"LINC01348",1,"turquoise"
"ENSG00000251002",1,"turquoise"
"TONSL-AS1",1,"turquoise"
"ENSG00000279588",1,"turquoise"
"GLIDR",1,"turquoise"
"ENSG00000256278",0,"grey"
"CTBP1-DT",1,"turquoise"
"ENSG00000254366",1,"turquoise"
"ENSG00000261765",19,"lightyellow"
"LINC02301",1,"turquoise"
"ENSG00000286792",7,"black"
"LINC01992",1,"turquoise"
"LINC02449",1,"turquoise"
"DTX2P1-UPK3BP1-PMS2P11",0,"grey"
"ENSG00000259200",0,"grey"
"ENSG00000285784",1,"turquoise"
"ERICH2-DT",1,"turquoise"
"ENSG00000280225",1,"turquoise"
"NOP14-AS1",0,"grey"
"ENSG00000260963",0,"grey"
"LINC00265",1,"turquoise"
"ENSG00000280362",0,"grey"
"MED28-DT",1,"turquoise"
"ENSG00000261610",1,"turquoise"
"ENSG00000286456",1,"turquoise"
"LINC00642",1,"turquoise"
"LINC01672",1,"turquoise"
"ENSG00000286687",1,"turquoise"
"PLAC4",12,"tan"
"LINC01234",1,"turquoise"
"ENSG00000254307",1,"turquoise"
"ENSG00000243818",1,"turquoise"
"PVT1",4,"yellow"
"ENSG00000268818",1,"turquoise"
"ENSG00000285673",1,"turquoise"
"ENSG00000228933",1,"turquoise"
"TPBGL-AS1",5,"green"
"LINC00506",1,"turquoise"
"ENSG00000257239",0,"grey"
"DLEU1",1,"turquoise"
"ENSG00000279699",1,"turquoise"
"ENSG00000241860",1,"turquoise"
"ENSG00000268401",1,"turquoise"
"ENSG00000275846",0,"grey"
"LINC01238",1,"turquoise"
"ENSG00000283897",1,"turquoise"
"SCGB1B2P",8,"pink"
"LINC01359",1,"turquoise"
"ICMT-DT",0,"grey"
"SP2-DT",1,"turquoise"
"HCG25",1,"turquoise"
"DUT-AS1",1,"turquoise"
"LINC01806",5,"green"
"ENSG00000271788",1,"turquoise"
"ENSG00000274080",1,"turquoise"
"ENSG00000275898",1,"turquoise"
"ENSG00000286045",1,"turquoise"
"RSF1-IT1",0,"grey"
"ENSG00000231760",1,"turquoise"
"HEIH",0,"grey"
"ENSG00000285747",0,"grey"
"LINC02249",8,"pink"
"LINC02374",1,"turquoise"
"ENSG00000287011",1,"turquoise"
"ENSG00000285907",1,"turquoise"
"ENSG00000286320",1,"turquoise"
"ENSG00000259647",15,"midnightblue"
"ENSG00000286739",1,"turquoise"
"ENSG00000259460",8,"pink"
"LINC03000",1,"turquoise"
"ENSG00000267002",0,"grey"
"ENSG00000263120",1,"turquoise"
"ENSG00000279957",1,"turquoise"
"ENSG00000260495",1,"turquoise"
"LINC00486",1,"turquoise"
"MIR3945HG",1,"turquoise"
"DENND3-AS1",1,"turquoise"
"PXN-AS1",1,"turquoise"
"COX10-DT",1,"turquoise"
"ENSG00000225096",5,"green"
"ENSG00000278891",1,"turquoise"
"FMNL1-DT",19,"lightyellow"
"ENSG00000260412",14,"cyan"
"ENSG00000286976",1,"turquoise"
"FGD5-AS1",0,"grey"
"LINC02934",1,"turquoise"
"ENSG00000260163",1,"turquoise"
"ENSG00000276698",1,"turquoise"
"ENSG00000254467",0,"grey"
"ENSG00000280057",1,"turquoise"
"SMIM14-DT",1,"turquoise"
"ENSG00000262732",1,"turquoise"
"ILF3-DT",1,"turquoise"
"CHD1-DT",1,"turquoise"
"FRG1-DT",5,"green"
"ZFAS1",2,"blue"
"DICER1-AS1",1,"turquoise"
"ENSG00000264125",1,"turquoise"
"LINC01567",1,"turquoise"
"LINC-PINT",1,"turquoise"
"LINC00641",1,"turquoise"
"ENSG00000287429",1,"turquoise"
"ENSG00000267033",1,"turquoise"
"ENSG00000286195",1,"turquoise"
"ENSG00000283674",1,"turquoise"
"MIR1302-2HG",8,"pink"
"RRM1-AS1",1,"turquoise"
"ENSG00000270605",1,"turquoise"
"OTUD6B-AS1",4,"yellow"
"ZBTB46-AS1",18,"lightgreen"
"MORC2-AS1",14,"cyan"
"ZNF778-DT",1,"turquoise"
"LINC01922",1,"turquoise"
"ENSG00000270083",1,"turquoise"
"ENSG00000268583",1,"turquoise"
"RNF217-AS1",0,"grey"
"ENSG00000246090",1,"turquoise"
"ZNF571-AS1",0,"grey"
"ENSG00000269553",0,"grey"
"ENSG00000267939",1,"turquoise"
"ENSG00000274383",13,"salmon"
"ENSG00000237224",1,"turquoise"
"ZNF652-AS1",1,"turquoise"
"ENSG00000286069",1,"turquoise"
"ENSG00000287991",1,"turquoise"
"ENSG00000260786",1,"turquoise"
"FAM153B",1,"turquoise"
"ENSG00000280486",1,"turquoise"
"MKLN1-AS",1,"turquoise"
"ENSG00000280340",0,"grey"
"USP46-DT",5,"green"
"ENSG00000289277",1,"turquoise"
"ENSG00000286808",1,"turquoise"
"LINC01849",8,"pink"
"SPEN-AS1",1,"turquoise"
"ENSG00000288863",0,"grey"
"ENSG00000270103",4,"yellow"
"MIR99AHG",1,"turquoise"
"USP2-AS1",1,"turquoise"
"C1RL-AS1",0,"grey"
"ENSG00000266456",1,"turquoise"
"ENSG00000271789",0,"grey"
"ENSG00000253519",1,"turquoise"
"ENSG00000266951",0,"grey"
"ENSG00000274253",1,"turquoise"
"ENSG00000287271",1,"turquoise"
"ENSG00000260750",1,"turquoise"
"ENSG00000253925",0,"grey"
"PCCA-DT",1,"turquoise"
"LINC02727",1,"turquoise"
"DENND6A-DT",1,"turquoise"
"LINC02065",8,"pink"
"ENSG00000256969",13,"salmon"
"ENSG00000227218",1,"turquoise"
"FAM182A",1,"turquoise"
"ENSG00000289947",1,"turquoise"
"TP53TG1",0,"grey"
"ENSG00000286241",1,"turquoise"
"ENSG00000289209",1,"turquoise"
"ENSG00000279927",1,"turquoise"
"ENSG00000289003",1,"turquoise"
"VPS33B-DT",1,"turquoise"
"LEMD1-DT",1,"turquoise"
"ENSG00000287576",0,"grey"
"LINC01562",1,"turquoise"
"ENSG00000289340",1,"turquoise"
"TAT-AS1",1,"turquoise"
"LINC02408",1,"turquoise"
"ENSG00000286364",1,"turquoise"
"CFAP100-DT",5,"green"
"OIP5-AS1",0,"grey"
"ENSG00000253106",1,"turquoise"
"MIR4500HG",8,"pink"
"ENSG00000215014",1,"turquoise"
"CCDC144NL-AS1",1,"turquoise"
"ENSG00000275552",1,"turquoise"
"ENSG00000288577",1,"turquoise"
"ENSG00000253715",1,"turquoise"
"ENSG00000286011",1,"turquoise"
"ENSG00000287872",1,"turquoise"
"KIAA1671-AS1",0,"grey"
"ENSG00000286667",1,"turquoise"
"ENSG00000228427",1,"turquoise"
"ENSG00000286333",1,"turquoise"
"ENSG00000280105",1,"turquoise"
"BAIAP2-DT",1,"turquoise"
"ENSG00000286865",5,"green"
"ENSG00000254428",15,"midnightblue"
"LINC01320",1,"turquoise"
"ENSG00000229498",1,"turquoise"
"ENSG00000236885",0,"grey"
"ENSG00000265094",19,"lightyellow"
"LINC02982",1,"turquoise"
"ENSG00000262420",8,"pink"
"ENSG00000287001",1,"turquoise"
"MEF2C-AS1",0,"grey"
"ENSG00000280378",1,"turquoise"
"ENSG00000284602",1,"turquoise"
"ENSG00000260949",1,"turquoise"
"ENSG00000231896",1,"turquoise"
"HCP5",0,"grey"
"LINC02732",1,"turquoise"
"LINC02930",1,"turquoise"
"STX18-AS1",1,"turquoise"
"ENSG00000287741",1,"turquoise"
"LINC02917",0,"grey"
"ENSG00000257373",0,"grey"
"G2E3-AS1",0,"grey"
"ENSG00000267980",1,"turquoise"
"GS1-24F4.2",1,"turquoise"
"ENSG00000284607",1,"turquoise"
"IDI2-AS1",0,"grey"
"ENSG00000286943",14,"cyan"
"ENSG00000272335",5,"green"
"PART1",8,"pink"
"ENSG00000274591",1,"turquoise"
"TMEM30A-DT",19,"lightyellow"
"ODC1-DT",18,"lightgreen"
"ENSG00000231714",0,"grey"
"LINC00958",1,"turquoise"
"RABGAP1L-DT",1,"turquoise"
"ENSG00000255421",1,"turquoise"
"NUDT16-DT",1,"turquoise"
"ENSG00000255328",0,"grey"
"OSER1-DT",0,"grey"
"ENSG00000279467",1,"turquoise"
"ENSG00000206249",1,"turquoise"
"ENSG00000249476",1,"turquoise"
"ENSG00000289707",1,"turquoise"
"ENSG00000229065",0,"grey"
"LINC00862",0,"grey"
"MIR7515HG",0,"grey"
"ENSG00000278390",1,"turquoise"
"ZNF232-AS1",1,"turquoise"
"ENSG00000287769",1,"turquoise"
"KCNQ1OT1",1,"turquoise"
"RNF216P1",0,"grey"
"ENSG00000275512",1,"turquoise"
"LINC01513",1,"turquoise"
"ENSG00000279929",1,"turquoise"
"MIR100HG",1,"turquoise"
"ZEB1-AS1",1,"turquoise"
"ENSG00000288084",1,"turquoise"
"ENSG00000262445",1,"turquoise"
"LINC01091",1,"turquoise"
